OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,Age,ProportionPrincipalUseType,ProportionSecondaryUseType,ProportionThirdUseType,RiseType,AgeType,energies_sum,energy_ratio,SteamUseProportion,ElectricityProportion,NaturalGasProportion
1,NonResidential,Hotel,Mayflower park hotel,405 Olive way,Seattle,WA,98101.0,0659000030,7,DOWNTOWN,47.6122,-122.33799,1927,1,12,88434,0,88434,Hotel,Hotel,88434.0,,,,,,60.0,81.69999695,84.30000305,182.5,189.0,7226362.5,7456910.0,2003882.0,3946027.0,1276453.0,Compliant,,249.98,2.83,96,1.0,,,Medium,Very_old,7226362.0,0.9999999308088959,0.28,0.55,0.18
2,NonResidential,Hotel,Paramount Hotel,724 Pine street,Seattle,WA,98101.0,0659000220,7,DOWNTOWN,47.61317,-122.33393,1996,1,11,103566,15064,88502,"Hotel, Parking, Restaurant",Hotel,83880.0,Parking,15064.0,Restaurant,4622.0,,61.0,94.80000305,97.90000153,176.1000061,179.3999939,8387933.0,8664479.0,0.0,3242851.0,5145082.0,Compliant,,295.86,2.86,27,0.8099183129598517,0.1454531409922175,0.04462854604793079,Medium,Modern,8387933.0,1.0,0.0,0.39,0.61
3,NonResidential,Hotel,5673-The Westin Seattle,1900 5th Avenue,Seattle,WA,98101.0,0659000475,7,DOWNTOWN,47.61393,-122.3381,1969,1,41,956110,196718,759392,Hotel,Hotel,756493.0,,,,,,43.0,96.0,97.69999695,241.8999939,244.1000061,72587024.0,73937112.0,21566554.0,49526664.0,1493800.0,Compliant,,2089.28,2.19,54,0.791219629540534,,,High,Old,72587018.0,0.999999917340598,0.3,0.68,0.02
5,NonResidential,Hotel,HOTEL MAX,620 STEWART ST,Seattle,WA,98101.0,0659000640,7,DOWNTOWN,47.61412,-122.33664,1926,1,10,61320,0,61320,Hotel,Hotel,61320.0,,,,,,56.0,110.8000031,113.3000031,216.1999969,224.0,6794584.0,6946800.5,2214446.25,2768924.0,1811213.0,Compliant,,286.43,4.67,97,1.0,,,Medium,Very_old,6794583.25,0.9999998896179663,0.33,0.41,0.27
8,NonResidential,Hotel,WARWICK SEATTLE HOTEL (ID8),401 LENORA ST,Seattle,WA,98121.0,0659000970,7,DOWNTOWN,47.61375,-122.34047,1980,1,18,175580,62000,113580,"Hotel, Parking, Swimming Pool",Hotel,123445.0,Parking,68009.0,Swimming Pool,0.0,,75.0,114.8000031,118.6999969,211.3999939,215.6000061,14172606.0,14656503.0,0.0,5368607.0,8803998.0,Compliant,,505.01,2.88,43,0.7030698257204693,0.38733910468162663,0.0,Medium,Modern,14172605.0,0.9999999294413462,0.0,0.38,0.62
9,Nonresidential COS,Other,West Precinct,810 Virginia St,Seattle,WA,98101.0,0660000560,7,DOWNTOWN,47.61623,-122.33657,1999,1,2,97288,37198,60090,Police Station,Police Station,88830.0,,,,,,,136.1000061,141.6000061,316.2999878,320.5,12086616.0,12581712.0,0.0,7371434.0,4715182.0,Compliant,,301.81,3.1,24,0.9130622481703807,,,Low,Modern,12086616.0,1.0,0.0,0.61,0.39
10,NonResidential,Hotel,Camlin,1619 9th Avenue,Seattle,WA,98101.0,0660000825,7,DOWNTOWN,47.6139,-122.33283,1926,1,11,83008,0,83008,Hotel,Hotel,81352.0,,,,,,27.0,70.80000305,74.5,146.6000061,154.6999969,5758795.0,6062767.5,0.0,2811215.0,2947580.0,Compliant,,176.14,2.12,97,0.9800501156515035,,,Medium,Very_old,5758795.0,1.0,0.0,0.49,0.51
11,NonResidential,Other,Paramount Theatre,911 Pine St,Seattle,WA,98101.0,0660000955,7,DOWNTOWN,47.61327,-122.33136,1926,1,8,102761,0,102761,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,102761.0,,,,,,,61.29999924,68.80000305,141.6999969,152.3000031,6298131.5,7067881.5,2276286.5,3636655.0,385189.0,Compliant,,221.51,2.16,97,1.0,,,Medium,Very_old,6298130.5,0.99999984122275,0.36,0.58,0.06
12,NonResidential,Hotel,311wh-Pioneer Square,612 2nd Ave,Seattle,WA,98104.0,0939000080,7,DOWNTOWN,47.60294,-122.33263,1904,1,15,163984,0,163984,Hotel,Hotel,163984.0,,,,,,43.0,83.69999695,86.59999847,180.8999939,187.1999969,13723820.0,14194054.0,0.0,7297919.0,6425900.0,Compliant,,392.16,2.39,119,1.0,,,Medium,Very_old,13723819.0,0.9999999271339904,0.0,0.53,0.47
15,NonResidential,Hotel,Hotel Monaco Seattle,1101 4th Avenue,Seattle,WA,98101.0,0942000145,7,DOWNTOWN,47.60695,-122.33414,1969,1,11,153163,19279,133884,Hotel,Hotel,133884.0,,,,,,30.0,119.5999985,124.3000031,228.1999969,233.0,16016644.0,16646930.0,5237165.5,6187627.0,4591850.0,Compliant,,691.26,4.51,54,0.8741275634454797,,,Medium,Old,16016642.5,0.9999999063474221,0.33,0.39,0.29
16,NonResidential,Hotel,5679-W Seattle,1112 Fourth Avenue,Seattle,WA,98101.0,0942000165,7,DOWNTOWN,47.60713,-122.33323,1998,1,25,333176,61161,272015,Hotel,Hotel,336640.0,,,,,,36.0,80.0,80.40000153,199.0,199.3999939,26941110.0,27070114.0,5999360.5,18083049.0,2858700.0,Compliant,,740.97,2.22,25,1.0103969073402645,,,Medium,Modern,26941109.5,0.9999999814410022,0.22,0.67,0.11
17,NonResidential,Hotel,Executive Pacific Plaza,400 Spring Street,Seattle,WA,98104.0,0942000210,7,DOWNTOWN,47.60699,-122.33346,1928,1,9,65009,0,65009,Hotel,Hotel,65009.0,,,,,,48.0,101.5,97.80000305,153.6000061,149.8000031,6596057.5,6358719.5,1656352.5,1343000.0,3596705.0,Compliant,,328.23,5.05,95,1.0,,,Medium,Very_old,6596057.5,1.0,0.25,0.2,0.55
18,NonResidential,Hotel,Crowne Plaza Hotel Seattle,1113 6th Ave,Seattle,WA,98101.0,0942000235,7,DOWNTOWN,47.60809,-122.33212,1980,1,33,315952,57600,258352,"Hotel, Parking",Hotel,295511.0,Parking,57600.0,,,,58.0,75.5,76.19999695,179.8999939,180.6999969,22325364.0,22524948.0,4337738.5,13904183.0,4083440.0,Compliant,,648.62,2.05,43,0.9353034638172887,0.18230617308958322,,High,Modern,22325361.5,0.9999998880197429,0.19,0.62,0.18
19,NonResidential,Hotel,Hotel Vintage Seattle,1100 5th Avenue,Seattle,WA,98101.0,0942000265,7,DOWNTOWN,47.60755,-122.33244,1922,1,11,92190,25200,66990,"Hotel, Parking",Hotel,67390.0,Parking,25200.0,,,,35.0,159.5,165.8999939,297.3999939,303.8999939,10750010.0,11179203.0,4870847.5,3832369.0,2046793.0,Compliant,,511.39,5.55,101,0.7309903460245146,0.2733485193621868,,Medium,Very_old,10750009.5,0.9999999534884153,0.45,0.36,0.19
21,Nonresidential COS,Other,The Seattle Public Library - Central Library,1000 Fourth Avenue,Seattle,WA,98154.0,0942000275,7,DOWNTOWN,47.60649,-122.33297,2004,1,11,412000,57000,355000,"Data Center, Library, Parking",Library,364913.0,Parking,49000.0,Data Center,1074.0,,,50.79999924,51.09999847,155.6000061,156.0,18588860.0,18706912.0,737559.5,17851297.0,0.0,Compliant,,181.38,0.44,19,0.8857111650485436,0.11893203883495146,0.0026067961165048546,Medium,Brand_new,18588856.5,0.9999998117151886,0.04,0.96,0.0
22,NonResidential,Other,Downtown Seattle YMCA,909 4th Avenue,Seattle,WA,98104.0,0942000350,7,DOWNTOWN,47.60546,-122.33279,1930,1,6,103911,0,103911,"Fitness Center/Health Club/Gym, Office, Swimming Pool",Fitness Center/Health Club/Gym,90000.0,Office,40000.0,Swimming Pool,0.0,,,76.59999847,78.40000153,157.3999939,159.6000061,9956396.0,10192124.0,4592347.5,4453868.0,910180.0,Compliant,,433.86,4.18,93,0.8661258192106707,0.38494480853807583,0.0,Medium,Very_old,9956395.5,0.9999999497810251,0.46,0.45,0.09
23,NonResidential,Hotel,Renaissance Seattle Hotel,515 Madison Street,Seattle,WA,98104.0,0942000430,7,DOWNTOWN,47.60681,-122.33078,1983,1,28,416281,85000,331281,"Hotel, Parking",Hotel,348329.0,Parking,85000.0,,,,31.0,96.30000305,98.59999847,228.5,232.8000031,33556756.0,34351920.0,0.0,21225277.0,12331475.0,Compliant,,802.89,1.93,40,0.8367641088591601,0.20418899733593415,,High,Modern,33556752.0,0.9999998807989664,0.0,0.63,0.37
24,NonResidential,Mixed Use Property,The Rainier Club,820 4th Ave.,Seattle,WA,98104.0,0942000510,7,DOWNTOWN,47.60515,-122.33159,1907,1,5,57452,0,57452,"Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",Social/Meeting Hall,16442.0,Restaurant,15505.0,Office,9741.0,,,132.3999939,137.1000061,280.7000122,285.0,7606084.5,7877219.0,1776201.875,3764791.0,2065091.0,Compliant,,273.02,4.75,116,0.28618672979182624,0.26987746292557263,0.16955023323818144,,Very_old,7606083.875,0.9999999178289434,0.23,0.49,0.27
25,NonResidential,Hotel,Arctic Club Seattle,700 3rd Ave,Seattle,WA,98104.0,0942000610,7,DOWNTOWN,47.60376,-122.33194,1916,1,10,104352,0,104352,Hotel,Hotel,104352.0,,,,,,39.0,97.30000305,97.30000305,225.5,225.5,10154608.0,10154608.0,3430862.0,5908370.0,815376.0,Compliant,,349.32,3.35,107,1.0,,,Medium,Very_old,10154608.0,1.0,0.34,0.58,0.08
26,NonResidential,Other,King County Courthouse,516 3RD AVE,Seattle,WA,98104.0,0942000860,7,DOWNTOWN,47.60265,-122.33051,1916,1,10,540360,0,540360,Courthouse,Courthouse,537150.0,,,,,,76.0,83.69999695,87.5,182.6999969,186.6999969,44984468.0,47023088.0,0.0,24357833.0,20626631.0,Compliant,,1265.29,2.34,107,0.9940595158783033,,,Medium,Very_old,44984464.0,0.9999999110804201,0.0,0.54,0.46
27,NonResidential,Other,King County Correctional Facility,500 5TH AVE,Seattle,WA,98104.0,0942001010,3,DOWNTOWN,47.60378,-122.32842,1985,1,19,385274,0,385274,Other,Other,385274.0,,,,,,,124.1999969,128.6000061,229.5,232.8999939,47859812.0,49539212.0,0.0,18257661.0,29602150.0,Compliant,,1699.45,4.41,38,1.0,,,Medium,Modern,47859811.0,0.999999979105643,0.0,0.38,0.62
29,NonResidential,Hotel,WATERTOWN HOTEL,4242 ROOSEVELT WAY NE,Seattle,WA,98105.0,1142000755,4,NORTHEAST,47.65959,-122.31755,2001,1,6,88592,30586,58006,"Hotel, Parking",Hotel,58006.0,Parking,30586.0,,,,84.0,63.20000076,63.29999924,148.0,148.5,3663534.5,3673186.75,0.0,2266231.0,1397303.0,Compliant,,90.01,1.02,22,0.6547543796279574,0.34524562037204265,,Medium,Modern,3663534.0,0.9999998635197785,0.0,0.62,0.38
30,NonResidential,University,Main Campus Center,1000 Lenora St.,Seattle,WA,98121.0,0660001420,7,DOWNTOWN,47.61816,-122.33629,1928,1,7,126593,0,126593,College/University,College/University,125000.0,,,,,,,90.69999695,97.5,173.0,180.0,11343686.0,12183313.0,0.0,4647474.0,6696211.0,Compliant,,388.04,3.07,95,0.9874163658338139,,,Medium,Very_old,11343685.0,0.9999999118452326,0.0,0.41,0.59
31,NonResidential,Other,Seattle Honda,1015 & 1017 Olive Way,Seattle,WA,98101.0,0660001725,7,DOWNTOWN,47.615,-122.33081,1930,1,2,67224,0,67224,Automobile Dealership,Automobile Dealership,67224.0,,,,,,,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0.0,1310236.0,0.0,Compliant,,9.13,0.14,93,1.0,,,Low,Very_old,1310236.0,0.9999995229869261,0.0,1.0,0.0
32,NonResidential,Hotel,Homewood Suites,1011 Pike ST,Seattle,WA,98101.0,0660001832,7,EAST,47.61301,-122.32929,1991,1,8,158676,30301,128375,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,112676.0,Parking,42000.0,Retail Store,4500.0,,,45.5,46.29999924,58.0,58.79999924,5328051.5,5424942.0,0.0,572307.0,4755745.0,Compliant,,256.57,1.62,32,0.7101010864907106,0.2646903123345686,0.028359676321560917,Medium,Modern,5328052.0,1.0000000938429368,0.0,0.11,0.89
33,NonResidential,Hotel,Marriott Springhill Suites (33),1800 Yale Ave,Seattle,WA,98101.0,0660002680,7,DOWNTOWN,47.61784,-122.32966,2001,1,10,171866,38281,133585,Hotel,Hotel,128909.0,,,,,,57.0,85.80000305,86.69999695,181.1000061,180.6000061,11061916.0,11171407.0,0.0,5610706.0,5451210.0,Compliant,,328.63,1.91,22,0.7500552756217053,,,Medium,Modern,11061916.0,1.0,0.0,0.51,0.49
35,NonResidential,Hotel,Hotel Five,2200 5th ave,Seattle,WA,98121.0,0697000170,7,DOWNTOWN,47.61558,-122.34186,1978,1,5,68410,16200,52210,Hotel,Hotel,47994.0,,,,,,57.0,92.90000153,95.0,199.6999969,206.3000031,4456714.5,4557974.0,0.0,2346349.0,2110365.0,Compliant,,128.44,1.88,45,0.7015640988159626,,,,Modern,4456714.0,0.9999998878097307,0.0,0.53,0.47
38,NonResidential,Small- and Mid-Sized Office,Good Shepherd Center,4649 Sunnyside Ave. N.,Seattle,WA,98070.0,0825049008,4,LAKE UNION,47.6641,-122.33118,1906,1,3,87262,0,87262,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,40943.0,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,,,61.5,69.80000305,106.5,115.9000015,4145920.5,4703690.0,0.0,1352843.0,2793077.0,Compliant,,157.77,1.81,117,0.46919621370126746,0.20802869519378422,0.04935710847791708,Low,Very_old,4145920.0,0.9999998793995206,0.0,0.33,0.67
40,NonResidential,Hotel,Silver Cloud University,5036 25th Ave NE,Seattle,WA,98105.0,0925049117,4,NORTHEAST,47.66583,-122.29965,1994,1,4,81871,0,81871,Hotel,Hotel,81871.0,,,,,,29.0,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0.0,3016399.0,3652169.0,Compliant,,215.0,2.63,29,1.0,,,Low,Modern,6668568.0,0.9999999250213896,0.0,0.45,0.55
41,NonResidential,Self-Storage Facility,08781-University Village,2746 Ne 45th St Suite 100,Seattle,WA,98105.0,0925049330,4,NORTHEAST,47.66172,-122.29598,1955,1,2,110356,0,110356,Self-Storage Facility,Self-Storage Facility,26225.0,,,,,,,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0.0,281265.0,37100.0,Compliant,,3.93,0.04,68,0.2376400014498532,,,Low,Old,318365.0,1.000000588946996,0.0,0.88,0.12
43,Campus,Mixed Use Property,Plant 2 Site,7755 E MARGINAL WAY S,Seattle,WA,98108.0,0022000005,2,GREATER DUWAMISH,47.53493,-122.31788,1992,1,3,494835,0,494835,"Energy/Power Station, Laboratory, Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office",Office,757027.0,Laboratory,639931.0,Non-Refrigerated Warehouse,459748.0,,8.0,221.6999969,233.1000061,388.2000122,400.2999878,448385312.0,471613856.0,0.0,150476283.0,297909000.0,Compliant,,16870.98,34.09,31,1.5298574272232157,1.2932209726474482,0.9290935362292482,Low,Modern,448385283.0,0.9999999353234835,0.0,0.34,0.66
46,NonResidential,Warehouse,Seattle 11-13,3301 S NORFOLK ST,Seattle,WA,98118.0,0323049024,2,GREATER DUWAMISH,47.51138,-122.28875,1961,3,2,714095,0,714095,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,616000.0,Refrigerated Warehouse,276000.0,Office,71000.0,,,46.40000153,45.79999924,145.8999939,143.8000031,44731160.0,44110016.0,0.0,44731153.0,0.0,Compliant,,311.84,0.44,62,0.8626303222960531,0.3865031963534264,0.09942654688801911,Low,Old,44731153.0,0.9999998435095356,0.0,1.0,0.0
50,SPS-District K-12,K-12 School,Lawton Elementary,4000 27th Ave. W.,Seattle,WA,98199.0,0369000400,7,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1990,1,2,54986,0,54986,K-12 School,K-12 School,54986.0,,,,,2016,97.0,30.0,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0.0,1217589.0,432690.0,Compliant,,31.47,0.57,33,1.0,,,Low,Modern,1650279.0,0.999999848510487,0.0,0.74,0.26
52,NonResidential,Small- and Mid-Sized Office,SBC52,5305 Shilshole Ave NW,Seattle,WA,98107.0,0467000429,6,BALLARD,47.66587,-122.38476,1961,1,2,94900,0,94900,"Non-Refrigerated Warehouse, Office",Office,55586.0,Non-Refrigerated Warehouse,39314.0,,,,57.0,65.19999695,68.90000153,163.0,165.8999939,6186461.5,6536359.5,0.0,4291585.0,1894876.0,Compliant,,130.56,1.38,62,0.5857323498419389,0.4142676501580611,,Low,Old,6186461.0,0.9999999191783542,0.0,0.69,0.31
53,NonResidential,Small- and Mid-Sized Office,El Centro de la Raza,2524 16th Ave S,Seattle,WA,98144.0,0570000340,2,GREATER DUWAMISH,47.58034,-122.31132,1900,1,2,52554,0,52554,"Office, Other - Education",Office,51029.0,Other - Education,7849.0,,,,83.0,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0.0,1579749.0,1371582.0,Compliant,,83.86,1.6,123,0.9709822278037827,0.14935114358564525,,Low,Very_old,2951331.0,0.9999999152924633,0.0,0.54,0.46
54,NonResidential,K-12 School,Blanchet High School,8200 Wallingford Ave. N,Seattle,WA,98103.0,0625049002,6,NORTHWEST,47.68891,-122.33553,1954,1,3,175015,0,175015,K-12 School,K-12 School,175015.0,,,,,,95.0,40.0,45.09999847,74.0,80.40000153,6994740.5,7886505.5,0.0,2679739.0,4315001.0,Compliant,,247.85,1.42,69,1.0,,,Low,Old,6994740.0,0.9999999285177199,0.0,0.38,0.62
55,NonResidential,Self-Storage Facility,Vine Street,11 Vine Street,Seattle,WA,98121.0,0653000225,7,DOWNTOWN,47.61351,-122.35129,1911,1,3,70586,0,70586,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,,,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,1500229.0,658400.0,Compliant,,45.43,0.64,112,0.5445697447085824,0.3994701498880798,0.054670897911767206,Low,Very_old,2158629.0,1.0,0.0,0.69,0.31
56,NonResidential,Hotel,Seattle Hilton Hotel,1301 Sixth Ave,Seattle,WA,98101.0,1975700040,7,DOWNTOWN,47.60946,-122.33337,1969,1,24,332210,205970,126240,Hotel,Hotel,348630.0,,,,,,67.0,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,16163194.0,0.0,12204406.0,3958787.0,Compliant,,295.33,0.89,54,1.049426567532585,,,Medium,Old,16163193.0,0.9999999381310402,0.0,0.76,0.24
57,NonResidential,Large Office,5th and Pine,413 Pine Street,Seattle,WA,98101.0,1975700200,7,DOWNTOWN,47.6113,-122.33659,1973,1,5,168115,0,168115,"Data Center, Office, Retail Store",Office,103362.0,Retail Store,65676.0,Data Center,493.0,2016,78.0,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,9536161.0,0.0,9536160.0,0.0,Compliant,,66.48,0.4,50,0.6148291348184278,0.3906611545668144,0.0029325164322041458,,Modern,9536160.0,0.9999998951359986,0.0,1.0,0.0
58,NonResidential,Other,1525 4th Avenue,1525 4th Ave,Seattle,WA,98101.0,1975700365,7,DOWNTOWN,47.61076,-122.33765,1920,1,2,57428,0,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,,,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,714939.0,532423.0,Compliant,,33.26,0.58,103,0.9010761301107474,0.09892386988925263,,Low,Very_old,1247362.0,1.0,0.0,0.57,0.43
59,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,1520 3rd Ave,Seattle,WA,98101.0,1975700380,7,DOWNTOWN,47.61048,-122.33794,1910,1,8,59400,0,59400,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,,,,14.0,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,5242479.5,0.0,5071973.0,0.0,Compliant,,35.36,0.6,113,0.5883333333333334,0.08405723905723905,,Medium,Very_old,5071973.0,0.9999998028381061,0.0,1.0,0.0
60,NonResidential,Mixed Use Property,Mann Building,1401 3rd Avenue,Seattle,WA,98101.0,1975700525,7,DOWNTOWN,47.60886,-122.33744,1926,1,2,52549,0,52549,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,,,286.3999939,299.0,485.2999878,495.5,15026196.0,15683742.0,0.0,4632459.0,10393737.0,Compliant,,584.31,11.12,97,0.44720165940360423,0.44720165940360423,0.10388399398656492,Low,Very_old,15026196.0,1.0,0.0,0.31,0.69
62,NonResidential,Hotel,Roosevelt Hotel,1531 7th Ave,Seattle,WA,98101.0,1976700010,7,DOWNTOWN,47.61233,-122.33432,1930,1,20,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,,71.0,54.59999847,57.29999924,158.6000061,167.0,4841347.5,5078816.0,0.0,4290059.0,551288.0,Compliant,,59.19,0.6,93,0.8474866678832856,0.10182087312691364,0.050692458989800675,Medium,Very_old,4841347.0,0.9999998967229682,0.0,0.89,0.11
63,NonResidential,Hotel,Sheraton Seattle Hotel,1400 6th Avenue,Seattle,WA,98101.0,1976700095,7,DOWNTOWN,47.61087,-122.33339,1982,1,34,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,,63.0,80.90000153,82.80000305,182.5,184.5,80469216.0,82318072.0,11598686.0,45545529.0,23324992.0,Compliant,,2451.58,2.47,41,1.0,0.11835302732214055,0.0,High,Modern,80469207.0,0.9999998881559875,0.14,0.57,0.29
65,NonResidential,Hotel,Inn at the Market,86 Pine St,Seattle,WA,98101.0,1977200050,7,DOWNTOWN,47.60997,-122.34138,1985,1,7,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,,98.0,93.09999847,93.09999847,215.8999939,215.8999939,5348309.0,5348309.0,0.0,3243900.0,2104408.0,Compliant,,134.38,1.89,38,0.5810260014054813,0.19297259311314124,0.13498243148278286,Medium,Modern,5348308.0,0.9999998130250141,0.0,0.61,0.39
66,NonResidential,Hotel,Moore Hotel INC,1926 2nd Ave,Seattle,WA,98101.0,1977201035,7,DOWNTOWN,47.61155,-122.34114,1908,1,7,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,,99.0,44.0,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0.0,1293561.0,4107716.0,Compliant,,227.18,1.85,115,0.7194853839263904,0.21537334093314878,0.06514127514046088,Medium,Very_old,5401277.0,0.9999999074293072,0.0,0.24,0.76
67,NonResidential,Hotel,QUALITY INN,618 JOHN ST,Seattle,WA,98109.0,1991200730,7,LAKE UNION,47.61986,-122.34413,1959,1,5,113173,42546,70627,"Hotel, Parking",Hotel,70627.0,Parking,42546.0,,,,86.0,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0.0,2944680.0,2339663.0,Compliant,,144.79,1.28,64,0.6240622763379958,0.3759377236620042,,,Old,5284343.0,0.9999999053808671,0.0,0.56,0.44
68,NonResidential,Hotel,Rainier Hospitality,211 Dexter Ave N,Seattle,WA,98109.0,1991200935,7,LAKE UNION,47.62001,-122.34274,2000,1,7,150453,34735,115718,Hotel,Hotel,107547.0,Restaurant,3000.0,,,2014,84.0,60.70000076,61.79999924,128.0,129.8000031,6715187.0,6835263.5,0.0,3396109.0,3319078.0,Compliant,,199.95,1.33,23,0.714821239855636,0.019939781858786466,,Medium,Modern,6715187.0,1.0,0.0,0.51,0.49
69,NonResidential,Hotel,Sequim Lodging Corp,226 Aurora Ave N,Seattle,WA,98109.0,1991200940,7,LAKE UNION,47.62025,-122.34314,1997,1,6,116300,28200,88100,Hotel,Hotel,88490.0,Parking,28300.0,,,,80.0,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927.0,0.0,3188457.0,2639138.0,Compliant,,162.39,1.4,26,0.7608770421324161,0.24333619948409285,,Medium,Modern,5827595.0,0.9999999142013203,0.0,0.55,0.45
70,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,206 Western Ave West,Seattle,WA,98119.0,1992200235,7,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,1,6,155602,36744,118858,Hotel,Hotel,155602.0,,,,,,81.0,43.90000153,44.0,107.4000015,107.5999985,6836900.0,6849826.5,0.0,4558937.0,2277962.0,Compliant,,152.76,0.98,25,1.0,,,Medium,Modern,6836899.0,0.9999998537348799,0.0,0.67,0.33
73,NonResidential,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,Seattle,WA,98136.0,2125049015,3,EAST,47.63442,-122.30793,1911,1,3,56072,0,56072,K-12 School,K-12 School,56072.0,,,,,,76.0,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0.0,551867.0,2682920.0,Compliant,,146.34,2.61,112,1.0,,,Low,Very_old,3234787.0,0.9999997681455298,0.0,0.17,0.83
77,NonResidential,Hotel,Comfort Suites Seattle Center,601 Roy St,Seattle,WA,98109.0,2249000170,7,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1999,1,4,122942,44891,78051,"Hotel, Parking",Hotel,78051.0,Parking,44891.0,,,,94.0,68.40000153,69.0,136.6999969,138.6999969,5337334.0,5387530.0,0.0,2423730.0,2913604.0,Compliant,,171.64,1.4,24,0.6348603406484359,0.36513965935156417,,Low,Modern,5337334.0,1.0,0.0,0.45,0.55
82,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,Seattle,WA,98122.0,2254501944,3,CENTRAL,47.60823,-122.30956,1962,1,2,54984,0,54984,Office,Office,54984.0,,,,,,71.0,61.40000153,66.0,139.6000061,144.5,3375211.0,3630147.25,0.0,1978230.0,1396981.0,Compliant,,87.98,1.6,61,1.0,,,Low,Old,3375211.0,1.0,0.0,0.59,0.41
84,NonResidential,Senior Care Community,PSSA - The Mount,4831 35th Ave SW,Seattle,WA,98126.0,2324039001,1,SOUTHWEST,47.55837,-122.37751,1922,1,5,217603,0,217603,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,,,,54.0,144.3999939,153.6999969,235.0,244.8000031,42792072.0,45547252.0,0.0,11824772.0,30967300.0,Compliant,,1727.11,7.94,101,1.3617137631374567,0.0,,,Very_old,42792072.0,1.0,0.0,0.28,0.72
